,denominador,numerador,Frequência,P-value,Qtd_1_Denom,Qtd_0_Demon,D0N0,D0N1,D1N0,D1N1
8350,RMDQ1_v1,RMDQ16_v1,0.352941176,4.53E-08,85,134,127,7,55,30
8351,RMDQ2_v1,RMDQ16_v1,0.333333333,3.53E-07,90,129,122,7,60,30
8352,RMDQ3_v1,RMDQ16_v1,0.405063291,2.04E-12,79,141,136,5,47,32
8354,RMDQ5_v1,RMDQ16_v1,0.444444444,2.15E-14,72,148,143,5,40,32
8355,RMDQ6_v1,RMDQ16_v1,0.589285714,1.70E-22,56,164,160,4,23,33
8356,RMDQ7_v1,RMDQ16_v1,0.820512821,3.23E-33,39,181,176,5,7,32
8357,RMDQ8_v1,RMDQ16_v1,0.875,5.18E-08,8,212,182,30,1,7
8358,RMDQ9_v1,RMDQ16_v1,0.941176471,3.05E-39,34,186,181,5,2,32
8359,RMDQ10_v1,RMDQ16_v1,0.8,3.42E-32,40,180,175,5,8,32
8360,RMDQ11_v1,RMDQ16_v1,0.761904762,2.74E-30,42,178,173,5,10,32
8361,RMDQ12_v1,RMDQ16_v1,0.727272727,1.47E-28,44,176,171,5,12,32
8362,RMDQ13_v1,RMDQ16_v1,0.760869565,1.27E-33,46,174,172,2,11,35
8363,RMDQ14_v1,RMDQ16_v1,0.653061224,7.58E-25,49,171,166,5,17,32
8364,RMDQ15_v1,RMDQ16_v1,0.870967742,1.52E-29,31,189,179,10,4,27
8365,RMDQ16_v1,RMDQ16_v1,1,9.04E-50,37,183,183,0,0,37
8366,RMDQ17_v1,RMDQ16_v1,0.693877551,6.44E-29,49,171,168,3,15,34
8367,RMDQ18_v1,RMDQ16_v1,0.861111111,5.43E-34,36,184,178,6,5,31
8368,RMDQ19_v1,RMDQ16_v1,0.9375,2.50E-36,32,188,181,7,2,30
8369,RMDQ20_v1,RMDQ16_v1,0.868421053,6.85E-37,38,182,178,4,5,33
8370,RMDQ21_v1,RMDQ16_v1,0.666666667,1.58E-25,48,172,167,5,16,32
8371,RMDQ22_v1,RMDQ16_v1,0.815789474,8.45E-32,38,182,176,6,7,31
8372,RMDQ23_v1,RMDQ16_v1,0.837837838,7.25E-33,37,183,177,6,6,31
8373,RMDQ24_v1,RMDQ16_v1,0.914285714,6.70E-38,35,185,180,5,3,32
8375,DN4 - Sensação de frio dolorosa,RMDQ16_v1,0.063829787,0.03577336,47,161,130,31,44,3
8381,DH4 - Hipoestesia ao toque,RMDQ16_v1,0.571428571,0.002579511,7,205,175,30,3,4
8382,DN4 - Hipoestesia a picada de agulha,RMDQ16_v1,0.571428571,0.002579511,7,205,175,30,3,4
8383,DN4 - Escovação,RMDQ16_v1,0.666666667,0.000607086,6,206,176,30,2,4
8391,OutraDoenca,RMDQ17_v1,0.346666667,0.00084438,75,114,98,16,49,26
8415,D22,RMDQ17_v1,1,0.036891632,1,116,95,21,0,1
8417,D24,RMDQ17_v1,0.041666667,0.039558689,24,93,72,21,23,1
8429,D35,RMDQ17_v1,1,0.036891632,1,116,95,21,0,1
8434,D4,RMDQ17_v1,0.666666667,0.031603187,3,114,94,20,1,2
8447,D51,RMDQ17_v1,1,0.036891632,1,116,95,21,0,1
8450,D9,RMDQ17_v1,1,0.036891632,1,116,95,21,0,1
8451,RMDQ1_v1,RMDQ17_v1,0.411764706,5.99E-07,85,134,120,14,50,35
8452,RMDQ2_v1,RMDQ17_v1,0.411111111,1.62E-07,90,129,117,12,53,37
8453,RMDQ3_v1,RMDQ17_v1,0.518987342,2.67E-15,79,141,133,8,38,41
8454,RMDQ4_v1,RMDQ17_v1,0.351851852,0.008655614,54,166,136,30,35,19
8455,RMDQ5_v1,RMDQ17_v1,0.569444444,6.65E-18,72,148,140,8,31,41
8456,RMDQ6_v1,RMDQ17_v1,0.696428571,5.75E-23,56,164,154,10,17,39
8457,RMDQ7_v1,RMDQ17_v1,0.794871795,2.87E-21,39,181,163,18,8,31
8458,RMDQ8_v1,RMDQ17_v1,0.875,6.27E-06,8,212,170,42,1,7
8459,RMDQ9_v1,RMDQ17_v1,0.911764706,8.47E-26,34,186,168,18,3,31
8460,RMDQ10_v1,RMDQ17_v1,0.825,4.46E-24,40,180,164,16,7,33
8461,RMDQ11_v1,RMDQ17_v1,0.785714286,1.87E-22,42,178,162,16,9,33
8462,RMDQ12_v1,RMDQ17_v1,0.75,5.55E-21,44,176,160,16,11,33
8463,RMDQ13_v1,RMDQ17_v1,0.739130435,2.93E-21,46,174,159,15,12,34
8464,RMDQ14_v1,RMDQ17_v1,0.673469388,7.88E-18,49,171,155,16,16,33
8465,RMDQ15_v1,RMDQ17_v1,0.870967742,8.06E-21,31,189,167,22,4,27
8466,RMDQ16_v1,RMDQ17_v1,0.918918919,6.44E-29,37,183,168,15,3,34
8467,RMDQ17_v1,RMDQ17_v1,1,9.04E-50,49,171,171,0,0,49
8468,RMDQ18_v1,RMDQ17_v1,0.916666667,7.25E-28,36,184,168,16,3,33
8469,RMDQ19_v1,RMDQ17_v1,0.9375,7.57E-26,32,188,169,19,2,30
8470,RMDQ20_v1,RMDQ17_v1,0.921052632,5.57E-30,38,182,168,14,3,35
8471,RMDQ21_v1,RMDQ17_v1,0.75,3.10E-23,48,172,159,13,12,36
8472,RMDQ22_v1,RMDQ17_v1,0.868421053,7.16E-26,38,182,166,16,5,33
8473,RMDQ23_v1,RMDQ17_v1,0.891891892,7.67E-27,37,183,167,16,4,33
8474,RMDQ24_v1,RMDQ17_v1,0.942857143,5.98E-29,35,185,169,16,2,33
8482,DH4 - Hipoestesia ao toque,RMDQ17_v1,0.571428571,0.018116767,7,205,164,41,3,4
8483,DN4 - Hipoestesia a picada de agulha,RMDQ17_v1,0.571428571,0.018116767,7,205,164,41,3,4
8484,DN4 - Escovação,RMDQ17_v1,0.666666667,0.00575623,6,206,165,41,2,4
8491,Analgésicos,RMDQ18_v1,0.212765957,0.006189497,141,57,54,3,111,30
8493,Dor nas costas,RMDQ18_v1,0.219512195,0.00439467,123,67,63,4,96,27
8516,D22,RMDQ18_v1,1,0.026984377,1,116,97,19,0,1
8521,D27,RMDQ18_v1,0.75,0.001746014,4,113,96,17,1,3
8530,D35,RMDQ18_v1,1,0.026984377,1,116,97,19,0,1
8535,D4,RMDQ18_v1,0.666666667,0.020853932,3,114,96,18,1,2
8548,D51,RMDQ18_v1,1,0.026984377,1,116,97,19,0,1
8551,D9,RMDQ18_v1,1,0.026984377,1,116,97,19,0,1
8552,RMDQ1_v1,RMDQ18_v1,0.329411765,9.01E-07,85,134,126,8,57,28
8553,RMDQ2_v1,RMDQ18_v1,0.355555556,1.25E-09,90,129,125,4,58,32
8554,RMDQ3_v1,RMDQ18_v1,0.417721519,2.43E-14,79,141,138,3,46,33
8556,RMDQ5_v1,RMDQ18_v1,0.458333333,1.71E-16,72,148,145,3,39,33
8557,RMDQ6_v1,RMDQ18_v1,0.589285714,2.01E-23,56,164,161,3,23,33
8558,RMDQ7_v1,RMDQ18_v1,0.794871795,7.24E-32,39,181,176,5,8,31
8559,RMDQ8_v1,RMDQ18_v1,0.875,3.02E-08,8,212,183,29,1,7
8560,RMDQ9_v1,RMDQ18_v1,0.911764706,1.20E-37,34,186,181,5,3,31
8561,RMDQ10_v1,RMDQ18_v1,0.875,3.30E-41,40,180,179,1,5,35
8562,RMDQ11_v1,RMDQ18_v1,0.833333333,7.00E-39,42,178,177,1,7,35
8563,RMDQ12_v1,RMDQ18_v1,0.75,6.68E-32,44,176,173,3,11,33
8564,RMDQ13_v1,RMDQ18_v1,0.673913043,7.04E-26,46,174,169,5,15,31
8565,RMDQ14_v1,RMDQ18_v1,0.714285714,3.15E-32,49,171,170,1,14,35
8566,RMDQ15_v1,RMDQ18_v1,0.870967742,1.56E-30,31,189,180,9,4,27
8567,RMDQ16_v1,RMDQ18_v1,0.837837838,5.43E-34,37,183,178,5,6,31
8568,RMDQ17_v1,RMDQ18_v1,0.673469388,7.25E-28,49,171,168,3,16,33
8569,RMDQ18_v1,RMDQ18_v1,1,9.04E-50,36,184,184,0,0,36
8570,RMDQ19_v1,RMDQ18_v1,0.9375,1.62E-37,32,188,182,6,2,30
8571,RMDQ20_v1,RMDQ18_v1,0.868421053,3.86E-38,38,182,179,3,5,33
8572,RMDQ21_v1,RMDQ18_v1,0.729166667,4.63E-33,48,172,171,1,13,35
8573,RMDQ22_v1,RMDQ18_v1,0.868421053,3.86E-38,38,182,179,3,5,33
8574,RMDQ23_v1,RMDQ18_v1,0.891891892,2.24E-39,37,183,180,3,4,33
8575,RMDQ24_v1,RMDQ18_v1,0.942857143,4.66E-42,35,185,182,3,2,33
8580,DN4 - Alfinetada e agulhada,RMDQ18_v1,0.225806452,0.023576208,62,150,134,16,48,14
8581,DN4 - Adormecimento,RMDQ18_v1,0.237288136,0.015341269,59,150,134,16,45,14
8583,DH4 - Hipoestesia ao toque,RMDQ18_v1,0.571428571,0.000904416,7,205,179,26,3,4
8584,DN4 - Hipoestesia a picada de agulha,RMDQ18_v1,0.571428571,0.000904416,7,205,179,26,3,4
8585,DN4 - Escovação,RMDQ18_v1,0.666666667,0.000181095,6,206,180,26,2,4
8591,Aposentado_Invalidez,RMDQ19_v1,0.5,0.003574036,8,171,149,22,4,4
8592,Analgésicos,RMDQ19_v1,0.184397163,0.017581314,141,57,54,3,115,26
8594,Dor nas costas,RMDQ19_v1,0.178861789,0.04928773,123,67,62,5,101,22
8595,Dor nas pernas,RMDQ19_v1,0.215384615,0.041376392,65,123,110,13,51,14
8610,D16,RMDQ19_v1,0.3,0.01961433,20,97,87,10,14,6
8622,D27,RMDQ19_v1,0.5,0.031432613,4,113,99,14,2,2
8626,Lombalgia,D29,0.629032258,1.38E-13,62,74,71,3,23,39
8628,D32,RMDQ19_v1,0.243243243,0.022610031,37,80,73,7,28,9
8631,D35,RMDQ19_v1,1,0.011626735,1,116,101,15,0,1
8633,D37,RMDQ19_v1,0.285714286,0.028282123,21,96,86,10,15,6
8636,D4,RMDQ19_v1,0.666666667,0.00680424,3,114,100,14,1,2
8649,D51,RMDQ19_v1,1,0.011626735,1,116,101,15,0,1
8652,D9,RMDQ19_v1,1,0.011626735,1,116,101,15,0,1
8653,RMDQ1_v1,RMDQ19_v1,0.329411765,6.45E-09,85,134,130,4,57,28
8654,RMDQ2_v1,RMDQ19_v1,0.3,4.39E-07,90,129,124,5,63,27
8655,RMDQ3_v1,RMDQ19_v1,0.379746835,1.61E-13,79,141,139,2,49,30
8657,RMDQ5_v1,RMDQ19_v1,0.430555556,5.96E-17,72,148,147,1,41,31
8658,RMDQ6_v1,RMDQ19_v1,0.553571429,1.09E-23,56,164,163,1,25,31
8659,RMDQ7_v1,RMDQ19_v1,0.794871795,7.42E-37,39,181,180,1,8,31
8660,RMDQ8_v1,RMDQ19_v1,0.875,2.49E-09,8,212,187,25,1,7
8661,RMDQ9_v1,RMDQ19_v1,0.911764706,3.19E-43,34,186,185,1,3,31
8662,RMDQ10_v1,RMDQ19_v1,0.775,8.97E-36,40,180,179,1,9,31
8663,RMDQ11_v1,RMDQ19_v1,0.738095238,9.22E-34,42,178,177,1,11,31
8664,RMDQ12_v1,RMDQ19_v1,0.704545455,6.22E-32,44,176,175,1,13,31
8665,RMDQ13_v1,RMDQ19_v1,0.673913043,2.92E-30,46,174,173,1,15,31
8666,RMDQ14_v1,RMDQ19_v1,0.612244898,7.57E-26,49,171,169,2,19,30
8667,RMDQ15_v1,RMDQ19_v1,0.870967742,4.22E-35,31,189,184,5,4,27
8668,RMDQ16_v1,RMDQ19_v1,0.810810811,2.50E-36,37,183,181,2,7,30
8669,RMDQ17_v1,RMDQ19_v1,0.612244898,7.57E-26,49,171,169,2,19,30
8670,RMDQ18_v1,RMDQ19_v1,0.833333333,1.62E-37,36,184,182,2,6,30
8671,RMDQ19_v1,RMDQ19_v1,1,9.04E-50,32,188,188,0,0,32
8672,RMDQ20_v1,RMDQ19_v1,0.815789474,5.38E-38,38,182,181,1,7,31
8673,RMDQ21_v1,RMDQ19_v1,0.645833333,9.94E-29,48,172,171,1,17,31
8674,RMDQ22_v1,RMDQ19_v1,0.815789474,5.38E-38,38,182,181,1,7,31
8675,RMDQ23_v1,RMDQ19_v1,0.837837838,3.38E-39,37,183,182,1,6,31
8676,RMDQ24_v1,RMDQ19_v1,0.885714286,8.36E-42,35,185,184,1,4,31
8681,DN4 - Alfinetada e agulhada,RMDQ19_v1,0.241935484,0.011224323,62,150,134,16,47,15
8682,DN4 - Adormecimento,RMDQ19_v1,0.254237288,0.006896441,59,150,134,16,44,15
8684,DH4 - Hipoestesia ao toque,RMDQ19_v1,0.571428571,0.001204515,7,205,178,27,3,4
8685,DN4 - Hipoestesia a picada de agulha,RMDQ19_v1,0.571428571,0.001204515,7,205,178,27,3,4
8686,DN4 - Escovação,RMDQ19_v1,0.666666667,0.000252087,6,206,179,27,2,4
8687,Fuma,RMDQ20_v1,0.305555556,0.021260536,36,147,126,21,25,11
8692,Aposentado_Invalidez,RMDQ20_v1,0.5,0.012444048,8,171,144,27,4,4
8693,Analgésicos,RMDQ20_v1,0.219858156,0.004727577,141,57,54,3,110,31
8695,Dor nas costas,RMDQ20_v1,0.219512195,0.010781828,123,67,62,5,96,27
8718,D22,RMDQ20_v1,1,0.031770515,1,116,96,20,0,1
8732,D35,RMDQ20_v1,1,0.031770515,1,116,96,20,0,1
8737,D4,RMDQ20_v1,0.666666667,0.025909421,3,114,95,19,1,2
8741,D43,RMDQ20_v1,1,0.002289209,2,115,96,19,0,2
8750,D51,RMDQ20_v1,1,0.031770515,1,116,96,20,0,1
8752,D53,RMDQ20_v1,1,0.031770515,1,116,96,20,0,1
8753,D9,RMDQ20_v1,1,0.031770515,1,116,96,20,0,1
8754,RMDQ1_v1,RMDQ20_v1,0.364705882,1.73E-08,85,134,127,7,54,31
8755,RMDQ2_v1,RMDQ20_v1,0.355555556,1.82E-08,90,129,123,6,58,32
8756,RMDQ3_v1,RMDQ20_v1,0.417721519,6.22E-13,79,141,136,5,46,33
8758,RMDQ5_v1,RMDQ20_v1,0.472222222,2.47E-16,72,148,144,4,38,34
8759,RMDQ6_v1,RMDQ20_v1,0.660714286,4.62E-29,56,164,163,1,19,37
8760,RMDQ7_v1,RMDQ20_v1,0.846153846,1.39E-34,39,181,176,5,6,33
8761,RMDQ8_v1,RMDQ20_v1,0.875,8.66E-08,8,212,181,31,1,7
8762,RMDQ9_v1,RMDQ20_v1,0.970588235,7.40E-41,34,186,181,5,1,33
8763,RMDQ10_v1,RMDQ20_v1,0.875,1.40E-38,40,180,177,3,5,35
8764,RMDQ11_v1,RMDQ20_v1,0.833333333,2.36E-36,42,178,175,3,7,35
8765,RMDQ12_v1,RMDQ20_v1,0.795454545,2.51E-34,44,176,173,3,9,35
8766,RMDQ13_v1,RMDQ20_v1,0.717391304,4.34E-28,46,174,169,5,13,33
8767,RMDQ14_v1,RMDQ20_v1,0.693877551,6.92E-28,49,171,167,4,15,34
8768,RMDQ15_v1,RMDQ20_v1,0.870967742,1.31E-28,31,189,178,11,4,27
8769,RMDQ16_v1,RMDQ20_v1,0.891891892,6.85E-37,37,183,178,5,4,33
8770,RMDQ17_v1,RMDQ20_v1,0.714285714,5.57E-30,49,171,168,3,14,35
8771,RMDQ18_v1,RMDQ20_v1,0.916666667,3.86E-38,36,184,179,5,3,33
8772,RMDQ19_v1,RMDQ20_v1,0.96875,5.38E-38,32,188,181,7,1,31
8773,RMDQ20_v1,RMDQ20_v1,1,9.04E-50,38,182,182,0,0,38
8774,RMDQ21_v1,RMDQ20_v1,0.729166667,8.89E-31,48,172,169,3,13,35
8775,RMDQ22_v1,RMDQ20_v1,0.894736842,2.50E-38,38,182,178,4,4,34
8776,RMDQ23_v1,RMDQ20_v1,0.918918919,1.39E-39,37,183,179,4,3,34
8777,RMDQ24_v1,RMDQ20_v1,1,2.90E-45,35,185,182,3,0,35
8779,DN4 - Sensação de frio dolorosa,RMDQ20_v1,0.063829787,0.043131928,47,161,131,30,44,3
8782,DN4 - Alfinetada e agulhada,RMDQ20_v1,0.241935484,0.02590076,62,150,132,18,47,15
8783,DN4 - Adormecimento,RMDQ20_v1,0.237288136,0.048369471,59,150,131,19,45,14
8785,DH4 - Hipoestesia ao toque,RMDQ20_v1,0.571428571,0.002031223,7,205,176,29,3,4
8786,DN4 - Hipoestesia a picada de agulha,RMDQ20_v1,0.571428571,0.002031223,7,205,176,29,3,4
8787,DN4 - Escovação,RMDQ20_v1,0.666666667,0.000460768,6,206,177,29,2,4
8793,Aposentado_Invalidez,RMDQ21_v1,0.5,0.047958398,8,171,136,35,4,4
8794,Analgésicos,RMDQ21_v1,0.276595745,0.000482357,141,57,54,3,102,39
8798,Retornar_trabalho,RMDQ21_v1,0.526315789,0.001199768,19,168,135,33,9,10
8819,D22,RMDQ21_v1,1,0.04804517,1,116,93,23,0,1
8824,D27,RMDQ21_v1,0.75,0.006030785,4,113,92,21,1,3
8825,D28,RMDQ21_v1,0.6,0.025421986,5,112,91,21,2,3
8833,D35,RMDQ21_v1,1,0.04804517,1,116,93,23,0,1
8838,D4,RMDQ21_v1,0.666666667,0.044897228,3,114,92,22,1,2
8842,D43,RMDQ21_v1,1,0.004985247,2,115,93,22,0,2
8851,D51,RMDQ21_v1,1,0.04804517,1,116,93,23,0,1
8853,D53,RMDQ21_v1,1,0.04804517,1,116,93,23,0,1
8854,D9,RMDQ21_v1,1,0.04804517,1,116,93,23,0,1
8855,RMDQ1_v1,RMDQ21_v1,0.482352941,4.91E-13,85,134,127,7,44,41
8856,RMDQ2_v1,RMDQ21_v1,0.488888889,6.17E-15,90,129,125,4,46,44
8857,RMDQ3_v1,RMDQ21_v1,0.518987342,6.16E-16,79,141,134,7,38,41
8858,RMDQ4_v1,RMDQ21_v1,0.407407407,0.000106234,54,166,140,26,32,22
8859,RMDQ5_v1,RMDQ21_v1,0.583333333,5.88E-20,72,148,142,6,30,42
8860,RMDQ6_v1,RMDQ21_v1,0.625,1.37E-17,56,164,151,13,21,35
8861,RMDQ7_v1,RMDQ21_v1,0.846153846,1.21E-25,39,181,166,15,6,33
8862,RMDQ8_v1,RMDQ21_v1,0.875,4.60E-06,8,212,171,41,1,7
8863,RMDQ9_v1,RMDQ21_v1,0.970588235,7.15E-31,34,186,171,15,1,33
8864,RMDQ10_v1,RMDQ21_v1,0.925,5.35E-33,40,180,169,11,3,37
8865,RMDQ11_v1,RMDQ21_v1,0.880952381,6.43E-31,42,178,167,11,5,37
8866,RMDQ12_v1,RMDQ21_v1,0.795454545,3.55E-25,44,176,163,13,9,35
8867,RMDQ13_v1,RMDQ21_v1,0.717391304,3.03E-20,46,174,159,15,13,33
8868,RMDQ14_v1,RMDQ21_v1,0.734693878,3.10E-23,49,171,159,12,13,36
8869,RMDQ15_v1,RMDQ21_v1,0.870967742,2.21E-21,31,189,168,21,4,27
8870,RMDQ16_v1,RMDQ21_v1,0.864864865,1.58E-25,37,183,167,16,5,32
8871,RMDQ17_v1,RMDQ21_v1,0.734693878,3.10E-23,49,171,159,12,13,36
8872,RMDQ18_v1,RMDQ21_v1,0.972222222,4.63E-33,36,184,171,13,1,35
8873,RMDQ19_v1,RMDQ21_v1,0.96875,9.94E-29,32,188,171,17,1,31
8874,RMDQ20_v1,RMDQ21_v1,0.921052632,8.89E-31,38,182,169,13,3,35
8875,RMDQ21_v1,RMDQ21_v1,1,9.04E-50,48,172,172,0,0,48
8876,RMDQ22_v1,RMDQ21_v1,0.894736842,1.22E-28,38,182,168,14,4,34
8877,RMDQ23_v1,RMDQ21_v1,0.918918919,1.10E-29,37,183,169,14,3,34
8878,RMDQ24_v1,RMDQ21_v1,1,2.67E-34,35,185,172,13,0,35
8880,DN4 - Sensação de frio dolorosa,RMDQ21_v1,0.063829787,0.009034587,47,161,123,38,44,3
8881,DN4 - Choque elétrico,RMDQ21_v1,0.1,0.030525688,60,152,117,35,54,6
8884,DN4 - Adormecimento,RMDQ21_v1,0.305084746,0.012891839,59,150,127,23,41,18
8886,DH4 - Hipoestesia ao toque,RMDQ21_v1,0.571428571,0.010017545,7,205,168,37,3,4
8887,DN4 - Hipoestesia a picada de agulha,RMDQ21_v1,0.571428571,0.010017545,7,205,168,37,3,4
8888,DN4 - Escovação,RMDQ21_v1,0.666666667,0.002905223,6,206,169,37,2,4
8894,Aposentado_Invalidez,RMDQ22_v1,0.5,0.015262312,8,171,143,28,4,4
8895,Analgésicos,RMDQ22_v1,0.205673759,0.046299011,141,57,52,5,112,29
8920,D22,RMDQ22_v1,1,0.026984377,1,116,97,19,0,1
8934,D35,RMDQ22_v1,1,0.026984377,1,116,97,19,0,1
8939,D4,RMDQ22_v1,0.666666667,0.020853932,3,114,96,18,1,2
8952,D51,RMDQ22_v1,1,0.026984377,1,116,97,19,0,1
8955,D9,RMDQ22_v1,1,0.026984377,1,116,97,19,0,1
8956,RMDQ1_v1,RMDQ22_v1,0.341176471,1.05E-06,85,134,125,9,56,29
8957,RMDQ2_v1,RMDQ22_v1,0.333333333,1.06E-06,90,129,121,8,60,30
8958,RMDQ3_v1,RMDQ22_v1,0.46835443,3.86E-18,79,141,140,1,42,37
8959,RMDQ4_v1,RMDQ22_v1,0.277777778,0.018724428,54,166,143,23,39,15
8960,RMDQ5_v1,RMDQ22_v1,0.527777778,2.55E-22,72,148,148,0,34,38
8961,RMDQ6_v1,RMDQ22_v1,0.678571429,4.20E-31,56,164,164,0,18,38
8962,RMDQ7_v1,RMDQ22_v1,0.820512821,3.97E-32,39,181,175,6,7,32
8963,RMDQ8_v1,RMDQ22_v1,0.875,8.66E-08,8,212,181,31,1,7
8964,RMDQ9_v1,RMDQ22_v1,0.941176471,5.02E-38,34,186,180,6,2,32
8965,RMDQ10_v1,RMDQ22_v1,0.85,5.28E-36,40,180,176,4,6,34
8966,RMDQ11_v1,RMDQ22_v1,0.80952381,6.70E-34,42,178,174,4,8,34
8967,RMDQ12_v1,RMDQ22_v1,0.772727273,5.48E-32,44,176,172,4,10,34
8968,RMDQ13_v1,RMDQ22_v1,0.695652174,5.08E-26,46,174,168,6,14,32
8969,RMDQ14_v1,RMDQ22_v1,0.673469388,7.16E-26,49,171,166,5,16,33
8970,RMDQ15_v1,RMDQ22_v1,0.870967742,1.31E-28,31,189,178,11,4,27
8971,RMDQ16_v1,RMDQ22_v1,0.837837838,8.45E-32,37,183,176,7,6,31
8972,RMDQ17_v1,RMDQ22_v1,0.673469388,7.16E-26,49,171,166,5,16,33
8973,RMDQ18_v1,RMDQ22_v1,0.916666667,3.86E-38,36,184,179,5,3,33
8974,RMDQ19_v1,RMDQ22_v1,0.96875,5.38E-38,32,188,181,7,1,31
8975,RMDQ20_v1,RMDQ22_v1,0.894736842,2.50E-38,38,182,178,4,4,34
8976,RMDQ21_v1,RMDQ22_v1,0.708333333,1.22E-28,48,172,168,4,14,34
8977,RMDQ22_v1,RMDQ22_v1,1,9.04E-50,38,182,182,0,0,38
8978,RMDQ23_v1,RMDQ22_v1,0.918918919,1.39E-39,37,183,179,4,3,34
8979,RMDQ24_v1,RMDQ22_v1,0.971428571,2.61E-42,35,185,181,4,1,34
8984,DN4 - Alfinetada e agulhada,RMDQ22_v1,0.241935484,0.037477913,62,150,131,19,47,15
8985,DN4 - Adormecimento,RMDQ22_v1,0.288135593,0.002056114,59,150,133,17,42,17
8987,DH4 - Hipoestesia ao toque,RMDQ22_v1,0.571428571,0.002579511,7,205,175,30,3,4
8988,DN4 - Hipoestesia a picada de agulha,RMDQ22_v1,0.571428571,0.002579511,7,205,175,30,3,4
8989,DN4 - Escovação,RMDQ22_v1,0.666666667,0.000607086,6,206,176,30,2,4
8995,Aposentado_Invalidez,RMDQ23_v1,0.5,0.012444048,8,171,144,27,4,4
8996,Analgésicos,RMDQ23_v1,0.212765957,0.016003095,141,57,53,4,111,30
8998,Dor nas costas,RMDQ23_v1,0.211382114,0.032035955,123,67,61,6,97,26
9021,D22,RMDQ23_v1,1,0.022556252,1,116,98,18,0,1
9030,Lombalgia,Dor nas pernas,0.655737705,1.12E-06,61,66,51,15,21,40
9035,D35,RMDQ23_v1,1,0.022556252,1,116,98,18,0,1
9040,D4,RMDQ23_v1,0.666666667,0.016431718,3,114,97,17,1,2
9053,D51,RMDQ23_v1,1,0.022556252,1,116,98,18,0,1
9056,D9,RMDQ23_v1,1,0.022556252,1,116,98,18,0,1
9057,RMDQ1_v1,RMDQ23_v1,0.341176471,3.63E-07,85,134,126,8,56,29
9058,RMDQ2_v1,RMDQ23_v1,0.333333333,3.53E-07,90,129,122,7,60,30
9059,RMDQ3_v1,RMDQ23_v1,0.417721519,1.29E-13,79,141,137,4,46,33
9061,RMDQ5_v1,RMDQ23_v1,0.472222222,4.11E-17,72,148,145,3,38,34
9062,RMDQ6_v1,RMDQ23_v1,0.607142857,2.64E-24,56,164,161,3,22,34
9063,RMDQ7_v1,RMDQ23_v1,0.820512821,3.23E-33,39,181,176,5,7,32
9064,RMDQ8_v1,RMDQ23_v1,0.875,5.18E-08,8,212,182,30,1,7
9065,RMDQ9_v1,RMDQ23_v1,0.941176471,3.05E-39,34,186,181,5,2,32
9066,RMDQ10_v1,RMDQ23_v1,0.925,1.92E-45,40,180,180,0,3,37
9067,RMDQ11_v1,RMDQ23_v1,0.80952381,4.63E-35,42,178,175,3,8,34
9068,RMDQ12_v1,RMDQ23_v1,0.772727273,4.16E-33,44,176,173,3,10,34
9069,RMDQ13_v1,RMDQ23_v1,0.695652174,5.61E-27,46,174,169,5,14,32
9070,RMDQ14_v1,RMDQ23_v1,0.673469388,7.67E-27,49,171,167,4,16,33
9071,RMDQ15_v1,RMDQ23_v1,0.870967742,1.52E-29,31,189,179,10,4,27
9072,RMDQ16_v1,RMDQ23_v1,0.837837838,7.25E-33,37,183,177,6,6,31
9073,RMDQ17_v1,RMDQ23_v1,0.673469388,7.67E-27,49,171,167,4,16,33
9074,RMDQ18_v1,RMDQ23_v1,0.916666667,2.24E-39,36,184,180,4,3,33
9075,RMDQ19_v1,RMDQ23_v1,0.96875,3.38E-39,32,188,182,6,1,31
9076,RMDQ20_v1,RMDQ23_v1,0.894736842,1.39E-39,38,182,179,3,4,34
9077,RMDQ21_v1,RMDQ23_v1,0.708333333,1.10E-29,48,172,169,3,14,34
9078,RMDQ22_v1,RMDQ23_v1,0.894736842,1.39E-39,38,182,179,3,4,34
9079,RMDQ23_v1,RMDQ23_v1,1,9.04E-50,37,183,183,0,0,37
9080,RMDQ24_v1,RMDQ23_v1,0.971428571,1.19E-43,35,185,182,3,1,34
9085,DN4 - Alfinetada e agulhada,RMDQ23_v1,0.241935484,0.02590076,62,150,132,18,47,15
9086,DN4 - Adormecimento,RMDQ23_v1,0.237288136,0.048369471,59,150,131,19,45,14
9088,DH4 - Hipoestesia ao toque,RMDQ23_v1,0.571428571,0.002031223,7,205,176,29,3,4
9089,DN4 - Hipoestesia a picada de agulha,RMDQ23_v1,0.571428571,0.002031223,7,205,176,29,3,4
9090,DN4 - Escovação,RMDQ23_v1,0.666666667,0.000460768,6,206,177,29,2,4
9091,Fuma,RMDQ24_v1,0.305555556,0.01509902,36,147,127,20,25,11
9096,Aposentado_Invalidez,RMDQ24_v1,0.5,0.007942392,8,171,146,25,4,4
9097,Analgésicos,RMDQ24_v1,0.205673759,0.008075987,141,57,54,3,112,29
9099,Dor nas costas,RMDQ24_v1,0.203252033,0.020172579,123,67,62,5,98,25
9122,D22,RMDQ24_v1,1,0.022556252,1,116,98,18,0,1
9136,D35,RMDQ24_v1,1,0.022556252,1,116,98,18,0,1
9141,D4,RMDQ24_v1,0.666666667,0.016431718,3,114,97,17,1,2
9145,D43,RMDQ24_v1,1,0.001196854,2,115,98,17,0,2
9154,D51,RMDQ24_v1,1,0.022556252,1,116,98,18,0,1
